Rule,Output,Risk Level
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.6072,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-1.0431,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.2294,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.3845,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-1.8956,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-1.1016,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-2.3204,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1923,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.1602,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.3779,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.2046,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.4125,🟡 medium
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.9246,🔴 high
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0169,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.3592,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.0038,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.1789,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.3576,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.1029,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",3.8214,🔴 high
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",1.4415,🔴 high
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.4402,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.2916,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.5813,🟡 medium
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.0559,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.0648,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.0324,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.2208,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.0317,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-1.0486,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.5010,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-1.0818,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.0190,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.3725,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.1378,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.0904,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.4064,🟡 medium
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF1 (mu=0.1214, sigma=0.3186) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.6552,🟡 medium
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.1170,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.3258,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.2452,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.3314,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.1756,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.0739,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.8983,🔴 high
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.3337,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.4853,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.2117,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.3332,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.1918,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.0754,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.2104,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.0377,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0420,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.0708,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.3628,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.7618,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.2207,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.3629,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.2501,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.0126,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.0765,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.2118,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.0401,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.3483,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.1700,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.0212,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.1199,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.1788,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.9118,🔴 high
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.4004,🟡 medium
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.3753,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.2623,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.3133,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.1683,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.0555,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.0379,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1474,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0805,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.0533,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.2057,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.6870,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.2890,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.4482,🟡 medium
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.2251,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.2482,🟢 low
"IF temperature IS MF1 (mu=0.1112, sigma=0.2583) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.1344,🟢 low
